image_id,split,image_path,width,height,total_labels,small_labels,medium_labels,large_labels,small_ratio,border_object_count,border_object_ratio,density_level,small_object_level,dominant_classes,roi_best_by_small_efficiency,roi_best_by_small_coverage
9999972_00000_d_0000030,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000030.jpg,1916,1078,8,1,7,0,0.125,0,0.0,low,few_small,car|van|motor,horizon,horizon
9999972_00000_d_0000031,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000031.jpg,1916,1078,32,2,28,2,0.0625,6,0.1875,medium,few_small,car|truck|motor,center,horizon
9999972_00000_d_0000032,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000032.jpg,1916,1078,22,0,21,1,0.0,2,0.09090909090909091,low,few_small,car|awning-tricycle|van,horizon,horizon
9999972_00000_d_0000033,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000033.jpg,1916,1078,43,27,16,0,0.627906976744186,2,0.046511627906976744,medium,some_small,people|car|pedestrian,center,density
9999972_00000_d_0000034,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000034.jpg,1916,1078,11,2,9,0,0.18181818181818182,1,0.09090909090909091,low,few_small,car|tricycle|van,horizon,horizon
9999972_00000_d_0000035,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000035.jpg,1916,1078,14,4,10,0,0.2857142857142857,0,0.0,low,few_small,car|motor|van,center,uncertain
9999972_00000_d_0000036,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000036.jpg,1916,1078,10,0,8,2,0.0,3,0.3,low,few_small,car|motor,horizon,horizon
9999972_00000_d_0000037,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000037.jpg,1916,1078,25,8,17,0,0.32,1,0.04,low,few_small,car|motor|van,horizon,horizon
9999972_00000_d_0000038,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000038.jpg,1916,1078,11,2,9,0,0.18181818181818182,2,0.18181818181818182,low,few_small,car,horizon,horizon
9999972_00000_d_0000039,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000039.jpg,1916,1078,9,1,8,0,0.1111111111111111,3,0.3333333333333333,low,few_small,car,horizon,horizon
9999972_00000_d_0000040,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000040.jpg,1916,1078,7,0,7,0,0.0,1,0.14285714285714285,low,few_small,car|van,horizon,horizon
9999972_00000_d_0000041,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000041.jpg,1916,1078,24,9,11,4,0.375,7,0.2916666666666667,low,few_small,car|people|awning-tricycle,density,density
9999972_00000_d_0000042,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000042.jpg,1916,1078,30,4,25,1,0.13333333333333333,5,0.16666666666666666,medium,few_small,car|truck|pedestrian,uncertain,uncertain
9999972_00000_d_0000043,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000043.jpg,1916,1078,24,2,22,0,0.08333333333333333,0,0.0,low,few_small,car|tricycle|truck,center,horizon
9999972_00000_d_0000044,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000044.jpg,1916,1078,26,1,25,0,0.038461538461538464,3,0.11538461538461539,low,few_small,car|tricycle|truck,horizon,horizon
9999972_00000_d_0000045,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000045.jpg,1916,1078,22,0,19,3,0.0,3,0.13636363636363635,low,few_small,car|tricycle|truck,horizon,horizon
9999972_00000_d_0000046,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000046.jpg,1916,1078,35,10,24,1,0.2857142857142857,4,0.11428571428571428,medium,some_small,car|awning-tricycle|tricycle,horizon,uncertain
9999972_00000_d_0000047,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000047.jpg,1916,1078,7,0,6,1,0.0,0,0.0,low,few_small,car|van,horizon,horizon
9999972_00000_d_0000048,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000048.jpg,1916,1078,20,6,14,0,0.3,5,0.25,low,few_small,car|pedestrian|motor,horizon,horizon
9999972_00000_d_0000049,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000049.jpg,1916,1078,9,1,2,6,0.1111111111111111,0,0.0,low,few_small,car|van|pedestrian,center,horizon
9999972_00000_d_0000050,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000050.jpg,1916,1078,43,33,9,1,0.7674418604651163,8,0.18604651162790697,medium,many_small,motor|car|pedestrian,horizon,density
9999972_00000_d_0000051,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000051.jpg,1916,1078,49,36,13,0,0.7346938775510204,13,0.2653061224489796,medium,some_small,car|van|motor,horizon,horizon
9999972_00000_d_0000052,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000052.jpg,1916,1078,25,15,6,4,0.6,0,0.0,low,some_small,motor|people|car,center,uncertain
9999972_00000_d_0000053,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000053.jpg,1916,1078,10,0,5,5,0.0,1,0.1,low,few_small,car|van,horizon,horizon
9999972_00000_d_0000054,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000054.jpg,1916,1078,13,3,9,1,0.23076923076923078,1,0.07692307692307693,low,few_small,car|motor|pedestrian,center,center
9999972_00000_d_0000055,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000055.jpg,1916,1078,21,1,18,2,0.047619047619047616,1,0.047619047619047616,low,few_small,car|truck|van,horizon,horizon
9999972_00000_d_0000056,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000056.jpg,1916,1078,30,4,24,2,0.13333333333333333,6,0.2,medium,few_small,car|van|truck,center,uncertain
9999972_00000_d_0000057,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000057.jpg,1916,1078,44,24,17,3,0.5454545454545454,6,0.13636363636363635,medium,some_small,car|van|motor,horizon,density
9999972_00000_d_0000058,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000058.jpg,1916,1078,9,0,9,0,0.0,0,0.0,low,few_small,car,horizon,horizon
9999972_00000_d_0000059,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000059.jpg,1916,1078,11,1,9,1,0.09090909090909091,1,0.09090909090909091,low,few_small,car|van|pedestrian,horizon,horizon
9999972_00000_d_0000060,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000060.jpg,1916,1078,7,0,6,1,0.0,2,0.2857142857142857,low,few_small,car,horizon,horizon
9999972_00000_d_0000061,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000061.jpg,1916,1078,33,17,15,1,0.5151515151515151,7,0.21212121212121213,medium,some_small,car|pedestrian|van,horizon,uncertain
9999972_00000_d_0000062,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000062.jpg,1916,1078,19,7,11,1,0.3684210526315789,4,0.21052631578947367,low,few_small,car|pedestrian|van,horizon,horizon
9999972_00000_d_0000063,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000063.jpg,1916,1078,19,4,5,10,0.21052631578947367,3,0.15789473684210525,low,few_small,car|van|pedestrian,center,center
9999972_00000_d_0000064,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000064.jpg,1916,1078,15,0,15,0,0.0,0,0.0,low,few_small,car|van|truck,horizon,horizon
9999972_00000_d_0000065,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000065.jpg,1916,1078,21,2,18,1,0.09523809523809523,3,0.14285714285714285,low,few_small,car|motor|van,density,density
9999972_00000_d_0000066,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000066.jpg,1916,1078,26,7,19,0,0.2692307692307692,7,0.2692307692307692,low,few_small,car|motor|people,center,uncertain
9999972_00000_d_0000067,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000067.jpg,1916,1078,38,11,26,1,0.2894736842105263,11,0.2894736842105263,medium,some_small,car|van|motor,horizon,density
9999972_00000_d_0000068,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000068.jpg,1916,1078,43,8,35,0,0.18604651162790697,7,0.16279069767441862,medium,few_small,car|van|motor,horizon,horizon
9999972_00000_d_0000069,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000069.jpg,1916,1078,13,5,7,1,0.38461538461538464,2,0.15384615384615385,low,few_small,car|pedestrian|motor,center,uncertain
9999972_00000_d_0000070,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000070.jpg,1916,1078,20,1,19,0,0.05,2,0.1,low,few_small,car|awning-tricycle|van,horizon,horizon
9999972_00000_d_0000071,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000071.jpg,1916,1078,21,1,19,1,0.047619047619047616,0,0.0,low,few_small,car|awning-tricycle|pedestrian,center,horizon
9999972_00000_d_0000072,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000072.jpg,1916,1078,47,26,20,1,0.5531914893617021,9,0.19148936170212766,medium,some_small,motor|car|pedestrian,center,density
9999972_00000_d_0000073,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000073.jpg,1916,1078,21,0,21,0,0.0,4,0.19047619047619047,low,few_small,car|van|awning-tricycle,horizon,horizon
9999972_00000_d_0000074,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000074.jpg,1916,1078,19,2,17,0,0.10526315789473684,0,0.0,low,few_small,car|van|pedestrian,center,center
9999972_00000_d_0000075,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000075.jpg,1916,1078,17,10,7,0,0.5882352941176471,1,0.058823529411764705,low,some_small,car|pedestrian|people,center,center
9999972_00000_d_0000076,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000076.jpg,1916,1078,21,7,13,1,0.3333333333333333,4,0.19047619047619047,low,few_small,car|pedestrian|motor,horizon,horizon
9999972_00000_d_0000077,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000077.jpg,1916,1078,16,1,15,0,0.0625,6,0.375,low,few_small,car|van|tricycle,horizon,horizon
9999972_00000_d_0000078,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000078.jpg,1916,1078,15,1,13,1,0.06666666666666667,1,0.06666666666666667,low,few_small,car|tricycle|motor,center,center
9999972_00000_d_0000079,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000079.jpg,1916,1078,37,14,23,0,0.3783783783783784,9,0.24324324324324326,medium,some_small,car|motor|bicycle,horizon,horizon
9999972_00000_d_0000080,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000080.jpg,1916,1078,30,8,22,0,0.26666666666666666,7,0.23333333333333334,medium,few_small,car|motor|tricycle,horizon,uncertain
9999972_00000_d_0000081,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000081.jpg,1916,1078,28,5,23,0,0.17857142857142858,4,0.14285714285714285,low,few_small,car|motor|truck,center,uncertain
9999972_00000_d_0000082,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000082.jpg,1916,1078,24,2,20,2,0.08333333333333333,5,0.20833333333333334,low,few_small,car|tricycle|truck,horizon,horizon
9999972_00000_d_0000083,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000083.jpg,1916,1078,20,1,18,1,0.05,4,0.2,low,few_small,car|truck|van,horizon,horizon
9999972_00000_d_0000084,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000084.jpg,1916,1078,32,8,24,0,0.25,1,0.03125,medium,few_small,car|motor|people,center,center
9999972_00000_d_0000085,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000085.jpg,1916,1078,35,7,26,2,0.2,5,0.14285714285714285,medium,few_small,car|motor|truck,uncertain,uncertain
9999972_00000_d_0000086,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000086.jpg,1916,1078,26,5,20,1,0.19230769230769232,5,0.19230769230769232,low,few_small,car|motor|people,center,uncertain
9999972_00000_d_0000087,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000087.jpg,1916,1078,33,6,27,0,0.18181818181818182,2,0.06060606060606061,medium,few_small,car|pedestrian|people,uncertain,uncertain
9999972_00000_d_0000088,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000088.jpg,1916,1078,31,4,25,2,0.12903225806451613,3,0.0967741935483871,medium,few_small,car|people|truck,center,horizon
9999972_00000_d_0000089,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000089.jpg,1916,1078,37,16,18,3,0.43243243243243246,7,0.1891891891891892,medium,some_small,car|people|pedestrian,center,density
9999972_00000_d_0000090,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000090.jpg,1916,1078,27,10,16,1,0.37037037037037035,0,0.0,low,some_small,car|people|motor,center,center
9999972_00000_d_0000091,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000091.jpg,1916,1078,26,11,14,1,0.4230769230769231,2,0.07692307692307693,low,some_small,car|people|tricycle,center,center
9999972_00000_d_0000092,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000092.jpg,1916,1078,21,9,10,2,0.42857142857142855,7,0.3333333333333333,low,some_small,car|people|motor,horizon,horizon
9999972_00000_d_0000093,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000093.jpg,1916,1078,15,1,13,1,0.06666666666666667,1,0.06666666666666667,low,few_small,car|truck|pedestrian,horizon,horizon
9999972_00000_d_0000094,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000094.jpg,1916,1078,36,16,20,0,0.4444444444444444,2,0.05555555555555555,medium,some_small,car|truck|van,horizon,uncertain
9999972_00000_d_0000095,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000095.jpg,1916,1078,9,2,4,3,0.2222222222222222,0,0.0,low,few_small,car|pedestrian|people,horizon,horizon
9999972_00000_d_0000096,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000096.jpg,1916,1078,42,23,18,1,0.5476190476190477,7,0.16666666666666666,medium,some_small,car|van|pedestrian,horizon,uncertain
9999972_00000_d_0000097,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000097.jpg,1916,1078,5,0,4,1,0.0,0,0.0,low,few_small,car|awning-tricycle,horizon,horizon
9999972_00000_d_0000098,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000098.jpg,1916,1078,48,35,13,0,0.7291666666666666,2,0.041666666666666664,medium,some_small,car|pedestrian|motor,horizon,horizon
9999972_00000_d_0000099,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000099.jpg,1916,1078,46,8,37,1,0.17391304347826086,3,0.06521739130434782,medium,few_small,car|van|awning-tricycle,horizon,horizon
9999972_00000_d_0000100,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000100.jpg,1916,1078,23,6,17,0,0.2608695652173913,4,0.17391304347826086,low,few_small,car|motor|pedestrian,horizon,horizon
9999972_00000_d_0000101,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000101.jpg,1916,1078,19,4,15,0,0.21052631578947367,3,0.15789473684210525,low,few_small,car|pedestrian|van,uncertain,uncertain
9999972_00000_d_0000102,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000102.jpg,1916,1078,13,3,10,0,0.23076923076923078,1,0.07692307692307693,low,few_small,car|pedestrian,center,horizon
9999972_00000_d_0000103,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000103.jpg,1916,1078,17,9,8,0,0.5294117647058824,6,0.35294117647058826,low,some_small,car|pedestrian|people,horizon,density
9999972_00000_d_0000104,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000104.jpg,1916,1078,15,3,11,1,0.2,4,0.26666666666666666,low,few_small,car|van|tricycle,horizon,horizon
9999972_00000_d_0000105,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000105.jpg,1916,1078,23,8,15,0,0.34782608695652173,9,0.391304347826087,low,few_small,car|van|motor,horizon,horizon
9999972_00000_d_0000106,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000106.jpg,1916,1078,19,0,17,2,0.0,1,0.05263157894736842,low,few_small,car|van,horizon,horizon
9999972_00000_d_0000107,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000107.jpg,1916,1078,30,0,27,3,0.0,2,0.06666666666666667,medium,few_small,car|van|awning-tricycle,horizon,horizon
9999972_00000_d_0000108,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000108.jpg,1916,1078,37,6,30,1,0.16216216216216217,9,0.24324324324324326,medium,few_small,car|van|awning-tricycle,horizon,horizon
9999972_00000_d_0000109,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000109.jpg,1916,1078,53,18,32,3,0.33962264150943394,6,0.11320754716981132,medium,some_small,car|motor|pedestrian,horizon,density
9999972_00000_d_0000110,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000110.jpg,1916,1078,10,1,9,0,0.1,0,0.0,low,few_small,car|truck,horizon,horizon
9999972_00000_d_0000111,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000111.jpg,1916,1078,19,3,16,0,0.15789473684210525,0,0.0,low,few_small,car|motor|truck,horizon,horizon
9999972_00000_d_0000112,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000112.jpg,1916,1078,20,6,14,0,0.3,2,0.1,low,few_small,car|pedestrian|tricycle,horizon,density
9999972_00000_d_0000113,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000113.jpg,1916,1078,24,0,24,0,0.0,1,0.041666666666666664,low,few_small,car|truck|van,horizon,horizon
9999972_00000_d_0000114,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000114.jpg,1916,1078,19,1,18,0,0.05263157894736842,2,0.10526315789473684,low,few_small,car|van|pedestrian,horizon,horizon
9999972_00000_d_0000115,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000115.jpg,1916,1078,32,6,25,1,0.1875,5,0.15625,medium,few_small,car|truck|motor,uncertain,uncertain
9999972_00000_d_0000116,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000116.jpg,1916,1078,9,2,6,1,0.2222222222222222,0,0.0,low,few_small,car|pedestrian|people,center,horizon
9999972_00000_d_0000117,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000117.jpg,1916,1078,9,0,9,0,0.0,1,0.1111111111111111,low,few_small,car|van|truck,horizon,horizon
9999972_00000_d_0000118,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000118.jpg,1916,1078,22,2,19,1,0.09090909090909091,2,0.09090909090909091,low,few_small,car|van|motor,horizon,horizon
9999972_00000_d_0000119,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000119.jpg,1916,1078,23,4,16,3,0.17391304347826086,3,0.13043478260869565,low,few_small,car|motor|truck,center,horizon
9999972_00000_d_0000120,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000120.jpg,1916,1078,21,5,16,0,0.23809523809523808,2,0.09523809523809523,low,few_small,car|motor|van,center,uncertain
9999972_00000_d_0000121,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000121.jpg,1916,1078,9,0,9,0,0.0,1,0.1111111111111111,low,few_small,car,horizon,horizon
9999972_00000_d_0000122,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000122.jpg,1916,1078,20,2,18,0,0.1,7,0.35,low,few_small,car|people|van,uncertain,uncertain
9999972_00000_d_0000123,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000123.jpg,1916,1078,24,0,24,0,0.0,1,0.041666666666666664,low,few_small,car|van,horizon,horizon
9999972_00000_d_0000124,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000124.jpg,1916,1078,30,9,21,0,0.3,1,0.03333333333333333,medium,few_small,car|motor|people,center,horizon
9999972_00000_d_0000125,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000125.jpg,1916,1078,24,7,17,0,0.2916666666666667,6,0.25,low,few_small,car|people|pedestrian,horizon,horizon
9999972_00000_d_0000126,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000126.jpg,1916,1078,41,24,17,0,0.5853658536585366,6,0.14634146341463414,medium,some_small,car|truck|pedestrian,horizon,horizon
9999972_00000_d_0000127,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000127.jpg,1916,1078,42,24,18,0,0.5714285714285714,7,0.16666666666666666,medium,some_small,car|van|truck,horizon,density
9999972_00000_d_0000128,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000128.jpg,1916,1078,35,22,12,1,0.6285714285714286,4,0.11428571428571428,medium,some_small,car|pedestrian|motor,horizon,density
9999972_00000_d_0000129,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000129.jpg,1916,1078,36,16,17,3,0.4444444444444444,10,0.2777777777777778,medium,some_small,car|pedestrian|van,horizon,density
9999972_00000_d_0000130,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000130.jpg,1916,1078,45,22,23,0,0.4888888888888889,6,0.13333333333333333,medium,some_small,car|pedestrian|people,horizon,uncertain
9999972_00000_d_0000131,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000131.jpg,1916,1078,25,9,16,0,0.36,1,0.04,low,few_small,car|pedestrian|motor,horizon,horizon
9999972_00000_d_0000132,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000132.jpg,1916,1078,27,21,6,0,0.7777777777777778,8,0.2962962962962963,low,many_small,car|people|motor,center,density
9999972_00000_d_0000133,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000133.jpg,1916,1078,28,10,18,0,0.35714285714285715,1,0.03571428571428571,low,some_small,car|pedestrian|truck,horizon,uncertain
9999972_00000_d_0000134,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000134.jpg,1916,1078,27,9,18,0,0.3333333333333333,1,0.037037037037037035,low,few_small,car|truck|van,horizon,horizon
9999972_00000_d_0000135,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000135.jpg,1916,1078,48,35,13,0,0.7291666666666666,5,0.10416666666666667,medium,some_small,car|van|truck,center,density
9999972_00000_d_0000136,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000136.jpg,1916,1078,46,29,17,0,0.6304347826086957,2,0.043478260869565216,medium,some_small,car|van|truck,center,density
9999972_00000_d_0000137,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000137.jpg,1916,1078,59,40,19,0,0.6779661016949152,5,0.0847457627118644,medium,some_small,car|truck|van,horizon,density
9999972_00000_d_0000138,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000138.jpg,1916,1078,35,22,13,0,0.6285714285714286,2,0.05714285714285714,medium,some_small,car|pedestrian|van,center,uncertain
9999972_00000_d_0000139,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000139.jpg,1916,1078,42,13,29,0,0.30952380952380953,2,0.047619047619047616,medium,some_small,car|pedestrian|van,center,uncertain
9999972_00000_d_0000140,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000140.jpg,1916,1078,28,2,22,4,0.07142857142857142,6,0.21428571428571427,low,few_small,car|truck|van,uncertain,uncertain
9999972_00000_d_0000141,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000141.jpg,1916,1078,66,28,38,0,0.42424242424242425,2,0.030303030303030304,medium,some_small,car|van|truck,horizon,density
9999972_00000_d_0000142,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000142.jpg,1916,1078,51,20,29,2,0.39215686274509803,5,0.09803921568627451,medium,some_small,car|truck|van,horizon,horizon
9999972_00000_d_0000143,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000143.jpg,1916,1078,11,4,7,0,0.36363636363636365,0,0.0,low,few_small,car|van|truck,horizon,horizon
9999972_00000_d_0000144,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000144.jpg,1916,1078,29,6,18,5,0.20689655172413793,5,0.1724137931034483,low,few_small,car|truck|motor,horizon,horizon
9999972_00000_d_0000145,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000145.jpg,1916,1078,33,19,14,0,0.5757575757575758,5,0.15151515151515152,medium,some_small,car|truck|pedestrian,horizon,uncertain
9999972_00000_d_0000146,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000146.jpg,1916,1078,12,2,9,1,0.16666666666666666,1,0.08333333333333333,low,few_small,car|people|van,horizon,horizon
9999972_00000_d_0000147,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000147.jpg,1916,1078,13,0,13,0,0.0,1,0.07692307692307693,low,few_small,car|van,horizon,horizon
9999972_00000_d_0000148,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000148.jpg,1916,1078,8,1,6,1,0.125,1,0.125,low,few_small,car|awning-tricycle|tricycle,horizon,horizon
9999972_00000_d_0000149,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000149.jpg,1916,1078,4,0,3,1,0.0,1,0.25,low,few_small,car,horizon,horizon
9999972_00000_d_0000150,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000150.jpg,1916,1078,74,55,19,0,0.7432432432432432,0,0.0,medium,many_small,car|van|truck,horizon,density
9999972_00000_d_0000151,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000151.jpg,1916,1078,18,7,11,0,0.3888888888888889,0,0.0,low,few_small,car|motor|pedestrian,center,uncertain
9999972_00000_d_0000152,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000152.jpg,1916,1078,17,5,11,1,0.29411764705882354,2,0.11764705882352941,low,few_small,car|motor|people,horizon,horizon
9999972_00000_d_0000153,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000153.jpg,1916,1078,5,0,5,0,0.0,1,0.2,low,few_small,car,horizon,horizon
9999972_00000_d_0000154,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000154.jpg,1916,1078,21,9,12,0,0.42857142857142855,1,0.047619047619047616,low,some_small,car|van|people,horizon,uncertain
9999972_00000_d_0000155,train,D:\AIP491\AIP491-G17\data\processed\images\train\9999972_00000_d_0000155.jpg,1916,1078,19,10,7,2,0.5263157894736842,2,0.10526315789473684,low,some_small,car|van|people,horizon,uncertain
